state,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2
Missouri,0.04866666666666667,0.04833333333333333,0.049,0.049,0.048,0.04933333333333333,0.052,0.054000000000000006,0.05433333333333334,0.057999999999999996,0.064,0.07233333333333333,0.083,0.09,0.093,0.095,0.09666666666666666,0.095,0.094,0.09466666666666666,0.09166666666666667,0.08833333333333335,0.08566666666666667,0.08,0.075,0.07233333333333333,0.07033333333333333,0.07,0.069,0.06833333333333334,0.06766666666666667,0.066,0.06566666666666666,0.063,0.06,0.05733333333333333,0.055999999999999994,0.05333333333333334,0.049,0.046,0.044333333333333336,0.046,0.047,0.04466666666666667,0.04033333333333333,0.038,0.036666666666666674,0.03566666666666667,0.034,0.03233333333333333,0.031,0.03133333333333333,0.032,0.03133333333333333,0.033,0.03466666666666667,0.036333333333333336,0.10066666666666667,0.06066666666666667,0.047,0.042666666666666665,NA
Montana,0.035333333333333335,0.034,0.03333333333333333,0.031,0.028666666666666663,0.03166666666666667,0.036000000000000004,0.038,0.039,0.043,0.049,0.058,0.06866666666666667,0.07200000000000001,0.071,0.07300000000000001,0.07466666666666667,0.07233333333333333,0.07,0.07033333333333333,0.069,0.06733333333333334,0.066,0.06266666666666666,0.059333333333333335,0.059000000000000004,0.058,0.05566666666666666,0.055,0.05433333333333334,0.05333333333333334,0.051000000000000004,0.049,0.047,0.046,0.04466666666666667,0.043,0.042666666666666665,0.043,0.043,0.044000000000000004,0.043666666666666666,0.043,0.042333333333333334,0.041666666666666664,0.040999999999999995,0.040999999999999995,0.040666666666666663,0.03933333333333333,0.03766666666666667,0.037000000000000005,0.037000000000000005,0.036333333333333336,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.037333333333333336,0.09533333333333334,0.058666666666666666,0.04466666666666667,0.039,NA
Nebraska,0.032,0.03,0.03,0.029666666666666664,0.028333333333333332,0.028666666666666663,0.03,0.03,0.029333333333333333,0.031,0.033,0.037000000000000005,0.043,0.04666666666666667,0.048,0.04866666666666667,0.049,0.047,0.046,0.046,0.04566666666666667,0.04466666666666667,0.043666666666666666,0.041999999999999996,0.04,0.039,0.03833333333333333,0.038,0.038,0.037333333333333336,0.036666666666666674,0.035,0.03466666666666667,0.03333333333333333,0.03166666666666667,0.030333333333333334,0.029333333333333333,0.03,0.03,0.03,0.03,0.030333333333333334,0.031,0.03133333333333333,0.030333333333333334,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.027999999999999997,0.027999999999999997,0.029333333333333333,0.03,0.03,0.03,0.028999999999999998,0.03,0.06466666666666668,0.04066666666666667,0.03466666666666667,0.030666666666666665,NA
Nevada,0.04,0.040666666666666663,0.040999999999999995,0.040999999999999995,0.041666666666666664,0.044,0.047,0.051000000000000004,0.055,0.062,0.07200000000000001,0.08633333333333333,0.102,0.114,0.12266666666666667,0.13033333333333333,0.136,0.13733333333333334,0.13733333333333334,0.1386666666666667,0.136,0.13466666666666668,0.13366666666666668,0.12833333333333333,0.122,0.11900000000000001,0.11399999999999999,0.10933333333333334,0.106,0.10233333333333333,0.09766666666666667,0.09266666666666667,0.08766666666666667,0.08333333333333333,0.07933333333333334,0.076,0.07300000000000001,0.07,0.067,0.064,0.06166666666666667,0.059,0.056666666666666664,0.055,0.052333333333333336,0.050666666666666665,0.04933333333333333,0.04833333333333333,0.04633333333333333,0.044,0.043,0.043,0.04133333333333333,0.03933333333333333,0.03866666666666667,0.036666666666666674,0.046000000000000006,0.23133333333333334,0.147,0.09633333333333333,0.08333333333333334,NA
New Hampshire,0.034333333333333334,0.034333333333333334,0.03566666666666667,0.037000000000000005,0.037000000000000005,0.03566666666666667,0.034333333333333334,0.034,0.034,0.035333333333333335,0.038,0.04333333333333333,0.05333333333333334,0.061,0.06466666666666666,0.06666666666666667,0.066,0.06133333333333333,0.058333333333333334,0.057666666666666665,0.055,0.05466666666666667,0.055,0.05333333333333334,0.052333333333333336,0.05433333333333334,0.055999999999999994,0.055999999999999994,0.05533333333333333,0.053000000000000005,0.051666666666666666,0.05,0.047,0.044,0.041999999999999996,0.04,0.03766666666666667,0.035,0.03266666666666667,0.030333333333333334,0.028666666666666663,0.028666666666666663,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027666666666666666,0.02666666666666667,0.025666666666666667,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026333333333333337,0.13233333333333333,0.06733333333333333,0.042333333333333334,0.033,NA
New Jersey,0.04766666666666667,0.048,0.046,0.043000000000000003,0.040999999999999995,0.040999999999999995,0.042333333333333334,0.044,0.04633333333333333,0.05,0.05633333333333333,0.06533333333333334,0.07733333333333334,0.08733333333333333,0.094,0.09866666666666667,0.09933333333333334,0.097,0.095,0.095,0.09433333333333334,0.094,0.09366666666666668,0.09300000000000001,0.09333333333333334,0.095,0.09433333333333334,0.09266666666666667,0.09,0.08666666666666667,0.082,0.07633333333333334,0.07133333333333333,0.06733333333333334,0.066,0.06466666666666666,0.06266666666666666,0.059666666666666666,0.05466666666666666,0.051000000000000004,0.05,0.05,0.04966666666666667,0.048,0.04533333333333333,0.044333333333333336,0.04533333333333333,0.04533333333333333,0.043666666666666666,0.041,0.03833333333333333,0.036666666666666674,0.035,0.03233333333333333,0.034,0.03566666666666667,0.037333333333333336,0.16466666666666668,0.10633333333333334,0.08533333333333333,0.07766666666666666,NA
New Mexico,0.044,0.043,0.042666666666666665,0.03966666666666666,0.036666666666666674,0.035333333333333335,0.035,0.036666666666666674,0.038,0.04,0.043666666666666666,0.050333333333333334,0.062,0.071,0.07366666666666667,0.07533333333333334,0.07833333333333334,0.07866666666666666,0.078,0.076,0.07233333333333333,0.071,0.07266666666666667,0.07266666666666667,0.07033333333333333,0.06966666666666667,0.069,0.06966666666666667,0.06966666666666667,0.069,0.069,0.06866666666666667,0.06733333333333334,0.06666666666666667,0.06566666666666666,0.064,0.066,0.067,0.066,0.065,0.06533333333333334,0.067,0.069,0.06866666666666667,0.066,0.06233333333333333,0.059,0.05566666666666667,0.050666666666666665,0.04766666666666667,0.04833333333333333,0.051000000000000004,0.051333333333333335,0.050333333333333334,0.05,0.04933333333333333,0.05266666666666667,0.09933333333333334,0.10133333333333333,0.08533333333333333,0.08433333333333333,NA
New York,0.04733333333333333,0.04666666666666667,0.04466666666666667,0.042666666666666665,0.042,0.043333333333333335,0.04533333333333333,0.04666666666666667,0.04766666666666667,0.050333333333333334,0.055,0.06333333333333334,0.075,0.083,0.087,0.08966666666666667,0.08966666666666667,0.08766666666666667,0.086,0.08533333333333333,0.083,0.08233333333333333,0.08366666666666667,0.08533333333333333,0.08633333333333333,0.08800000000000001,0.08633333333333333,0.08433333333333334,0.082,0.07933333333333334,0.07733333333333334,0.073,0.06833333333333334,0.064,0.061,0.058333333333333334,0.05633333333333333,0.054,0.050333333333333334,0.04866666666666667,0.048,0.04833333333333333,0.04966666666666667,0.049,0.04666666666666667,0.04633333333333333,0.047,0.046,0.044,0.041,0.039,0.03966666666666667,0.03933333333333333,0.038,0.038,0.037333333333333336,0.03866666666666667,0.15633333333333332,0.12133333333333333,0.087,0.08733333333333335,NA
North Carolina,0.05066666666666667,0.050333333333333334,0.052333333333333336,0.052,0.04933333333333333,0.04933333333333333,0.052,0.053,0.052000000000000005,0.055,0.059666666666666666,0.08166666666666667,0.10733333333333334,0.11366666666666667,0.11033333333333332,0.11,0.11199999999999999,0.108,0.10400000000000001,0.10466666666666667,0.10300000000000001,0.10233333333333333,0.10333333333333335,0.10066666666666667,0.096,0.095,0.095,0.09466666666666666,0.091,0.08166666666666667,0.07166666666666667,0.065,0.06333333333333334,0.06233333333333333,0.06066666666666667,0.058,0.05733333333333333,0.057999999999999996,0.056666666666666664,0.05433333333333334,0.052333333333333336,0.050666666666666665,0.050666666666666665,0.050333333333333334,0.048,0.04533333333333333,0.044333333333333336,0.043666666666666666,0.041999999999999996,0.04033333333333333,0.039,0.03966666666666667,0.04,0.03866666666666667,0.037333333333333336,0.035333333333333335,0.03666666666666667,0.11933333333333335,0.07633333333333334,0.06433333333333334,0.056,NA
North Dakota,0.031,0.031,0.031,0.031,0.03,0.03,0.030666666666666665,0.03,0.028333333333333332,0.03,0.03166666666666667,0.034333333333333334,0.039,0.03966666666666667,0.039,0.039,0.039,0.037333333333333336,0.036000000000000004,0.035333333333333335,0.034333333333333334,0.034,0.034,0.032,0.029333333333333333,0.028999999999999998,0.028999999999999998,0.03,0.03,0.028999999999999998,0.028666666666666663,0.027999999999999997,0.02666666666666667,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026333333333333337,0.027999999999999997,0.027999999999999997,0.028999999999999998,0.03166666666666667,0.032,0.030666666666666665,0.029666666666666664,0.028,0.026000000000000002,0.026000000000000002,0.027000000000000003,0.026000000000000002,0.025,0.024,0.024,0.023,0.023,0.023666666666666666,0.02266666666666667,0.02266666666666667,0.07866666666666666,0.056666666666666664,0.047,0.04566666666666667,NA
Ohio,0.054,0.05333333333333334,0.05466666666666667,0.05466666666666667,0.05466666666666667,0.05566666666666666,0.057,0.057,0.05633333333333333,0.06166666666666667,0.069,0.077,0.09066666666666666,0.10066666666666667,0.105,0.10933333333333334,0.11033333333333334,0.10433333333333333,0.09933333333333334,0.09666666666666666,0.09133333333333334,0.09,0.08866666666666667,0.08266666666666667,0.077,0.074,0.07233333333333333,0.07300000000000001,0.07566666666666666,0.076,0.07566666666666666,0.071,0.064,0.059,0.056,0.053000000000000005,0.052000000000000005,0.05,0.04766666666666667,0.04833333333333333,0.05,0.05,0.050333333333333334,0.05266666666666667,0.051666666666666666,0.050333333333333334,0.04966666666666667,0.047,0.045,0.04533333333333333,0.045,0.04466666666666667,0.041999999999999996,0.04033333333333333,0.042,0.042333333333333334,0.047,0.13866666666666666,0.08566666666666667,0.055999999999999994,0.05,NA
Oklahoma,0.039,0.03833333333333333,0.039,0.04033333333333333,0.040999999999999995,0.040666666666666663,0.03966666666666667,0.037333333333333336,0.033,0.033,0.036000000000000004,0.042666666666666665,0.05666666666666667,0.067,0.069,0.06966666666666667,0.069,0.06566666666666666,0.06333333333333334,0.062,0.057666666666666665,0.05533333333333333,0.055999999999999994,0.05466666666666667,0.051666666666666666,0.051,0.051,0.051,0.052000000000000005,0.051333333333333335,0.051,0.050333333333333334,0.04733333333333333,0.044,0.041666666666666664,0.04033333333333333,0.041,0.043666666666666666,0.043333333333333335,0.043666666666666666,0.04533333333333333,0.04733333333333333,0.04766666666666667,0.046,0.043000000000000003,0.04033333333333333,0.03966666666666667,0.03833333333333333,0.036000000000000004,0.033,0.030333333333333334,0.03133333333333333,0.03166666666666667,0.030333333333333334,0.031,0.030666666666666665,0.03133333333333333,0.10233333333333333,0.064,0.04833333333333333,0.043333333333333335,NA
Oregon,0.055,0.05366666666666667,0.054000000000000006,0.053000000000000005,0.050333333333333334,0.050333333333333334,0.05266666666666667,0.053000000000000005,0.051,0.05433333333333334,0.06433333333333334,0.08133333333333334,0.104,0.11266666666666666,0.10833333333333334,0.10666666666666666,0.10866666666666668,0.108,0.10633333333333334,0.10466666666666667,0.09866666666666667,0.09633333333333333,0.09633333333333333,0.093,0.09033333333333333,0.08900000000000001,0.08733333333333333,0.08566666666666667,0.083,0.079,0.07566666666666667,0.07233333333333333,0.07100000000000001,0.068,0.065,0.06166666666666667,0.057666666666666665,0.056,0.054,0.051000000000000004,0.049,0.049,0.048,0.044,0.04033333333333333,0.03966666666666667,0.040999999999999995,0.040999999999999995,0.04033333333333333,0.039,0.03933333333333333,0.041666666666666664,0.041,0.038,0.036000000000000004,0.03333333333333333,0.035,0.11733333333333333,0.085,0.06633333333333334,0.061,NA
Pennsylvania,0.04733333333333333,0.04733333333333333,0.04766666666666667,0.046,0.044000000000000004,0.044333333333333336,0.046,0.048,0.04833333333333333,0.05,0.05366666666666667,0.062,0.07366666666666667,0.081,0.08199999999999999,0.08233333333333333,0.08466666666666667,0.08266666666666667,0.08,0.07933333333333334,0.077,0.077,0.07866666666666666,0.077,0.075,0.07666666666666666,0.07766666666666666,0.077,0.075,0.072,0.07,0.067,0.064,0.061,0.056999999999999995,0.05533333333333333,0.055,0.05466666666666667,0.05333333333333334,0.05266666666666667,0.053,0.054000000000000006,0.054000000000000006,0.05266666666666667,0.051000000000000004,0.04966666666666667,0.049,0.049,0.047,0.044333333333333336,0.044000000000000004,0.044000000000000004,0.043,0.043333333333333335,0.045,0.04666666666666667,0.049666666666666665,0.14333333333333334,0.10099999999999999,0.07066666666666667,0.07333333333333333,NA
Rhode Island,0.053,0.053,0.05266666666666667,0.05,0.04733333333333333,0.048,0.052000000000000005,0.057,0.062,0.06966666666666667,0.08033333333333334,0.092,0.107,0.11533333333333333,0.11599999999999999,0.11733333333333333,0.11833333333333335,0.11699999999999999,0.115,0.11466666666666667,0.111,0.11,0.11,0.10966666666666666,0.106,0.10433333333333333,0.10133333333333333,0.097,0.09533333333333334,0.09533333333333334,0.09566666666666666,0.09266666666666667,0.08700000000000001,0.08033333333333334,0.07433333333333333,0.069,0.065,0.06166666666666667,0.058,0.05633333333333333,0.055,0.05366666666666667,0.052,0.049,0.04566666666666667,0.044000000000000004,0.04466666666666667,0.04533333333333333,0.044,0.04033333333333333,0.03933333333333333,0.039,0.037000000000000005,0.035333333333333335,0.036000000000000004,0.036000000000000004,0.03933333333333333,0.13733333333333334,0.125,0.077,0.072,NA
South Carolina,0.07066666666666667,0.07,0.06833333333333334,0.066,0.063,0.06033333333333333,0.059666666666666666,0.059666666666666666,0.06033333333333333,0.066,0.07633333333333334,0.08900000000000001,0.10466666666666667,0.11366666666666667,0.11766666666666667,0.12033333333333333,0.11833333333333333,0.11333333333333333,0.111,0.10933333333333334,0.10733333333333334,0.107,0.10466666666666667,0.09899999999999999,0.095,0.093,0.08833333333333333,0.085,0.08266666666666667,0.077,0.07200000000000001,0.06533333333333334,0.06033333333333333,0.061,0.06433333333333334,0.06533333333333334,0.06366666666666666,0.061,0.056999999999999995,0.05433333333333334,0.05266666666666667,0.050666666666666665,0.048,0.04533333333333333,0.043000000000000003,0.04133333333333333,0.042,0.041666666666666664,0.037000000000000005,0.033,0.033,0.03266666666666667,0.032,0.029,0.024666666666666667,0.024333333333333335,0.028,0.10233333333333333,0.06133333333333334,0.05533333333333333,0.052,NA
South Dakota,0.030666666666666665,0.029333333333333333,0.03,0.03,0.028666666666666663,0.027999999999999997,0.028666666666666663,0.027666666666666666,0.026000000000000002,0.028,0.03233333333333333,0.037000000000000005,0.043333333333333335,0.047,0.046,0.047,0.04866666666666667,0.049,0.049,0.04966666666666667,0.04933333333333333,0.047,0.04466666666666667,0.043000000000000003,0.04133333333333333,0.040999999999999995,0.040666666666666663,0.03933333333333333,0.03833333333333333,0.03766666666666667,0.036666666666666674,0.035333333333333335,0.034333333333333334,0.03366666666666667,0.033,0.03233333333333333,0.032,0.031,0.030333333333333334,0.028666666666666663,0.027999999999999997,0.029333333333333333,0.03133333333333333,0.032,0.03133333333333333,0.031,0.031,0.031,0.03,0.028666666666666663,0.027999999999999997,0.028666666666666663,0.03,0.03,0.03,0.029333333333333333,0.028999999999999998,0.07433333333333333,0.047,0.035333333333333335,0.03,NA
Tennessee,0.05433333333333334,0.055,0.053000000000000005,0.04866666666666667,0.045,0.043,0.04633333333333333,0.051000000000000004,0.05433333333333333,0.061,0.068,0.07733333333333332,0.092,0.10266666666666667,0.105,0.105,0.10366666666666667,0.098,0.095,0.09633333333333333,0.095,0.09266666666666667,0.09066666666666667,0.08600000000000001,0.081,0.08,0.079,0.07833333333333334,0.08,0.07933333333333334,0.077,0.07266666666666667,0.06833333333333334,0.067,0.06566666666666666,0.063,0.06066666666666667,0.058,0.054,0.05,0.04733333333333333,0.04666666666666667,0.04833333333333333,0.048,0.043666666666666666,0.037000000000000005,0.034333333333333334,0.03466666666666667,0.035,0.03466666666666667,0.035,0.03466666666666667,0.03366666666666667,0.033,0.03333333333333333,0.035,0.03866666666666667,0.11566666666666667,0.083,0.06333333333333332,0.05,NA
Texas,0.052333333333333336,0.052000000000000005,0.049666666666666665,0.046,0.044333333333333336,0.043,0.043333333333333335,0.044000000000000004,0.043,0.04533333333333334,0.05,0.05633333333333333,0.06266666666666666,0.07333333333333333,0.08266666666666667,0.083,0.083,0.08166666666666667,0.081,0.08199999999999999,0.08166666666666667,0.082,0.08166666666666667,0.07533333333333334,0.06933333333333333,0.068,0.066,0.065,0.06533333333333334,0.06433333333333334,0.06266666666666666,0.059666666666666666,0.056,0.053000000000000005,0.051000000000000004,0.04766666666666667,0.04533333333333333,0.044333333333333336,0.04466666666666667,0.045,0.04466666666666667,0.046,0.04733333333333333,0.048,0.047,0.044,0.041666666666666664,0.040999999999999995,0.04033333333333333,0.03933333333333333,0.038,0.038,0.036000000000000004,0.034333333333333334,0.035,0.035,0.04066666666666667,0.11566666666666667,0.08033333333333334,0.07133333333333333,0.06866666666666667,NA
United States,0.04733333333333333,0.04633333333333333,0.04633333333333333,0.044333333333333336,0.045,0.045,0.04666666666666667,0.048,0.05,0.05333333333333334,0.06,0.06866666666666667,0.08266666666666667,0.093,0.09633333333333334,0.09933333333333334,0.09833333333333334,0.09633333333333334,0.09466666666666666,0.095,0.09033333333333333,0.09066666666666666,0.09,0.08633333333333333,0.08266666666666667,0.08199999999999999,0.08033333333333333,0.078,0.07733333333333334,0.07533333333333334,0.07233333333333333,0.06933333333333334,0.06666666666666667,0.062,0.06066666666666667,0.056999999999999995,0.05533333333333334,0.05433333333333333,0.051000000000000004,0.050333333333333334,0.049,0.04933333333333333,0.049,0.04766666666666667,0.04566666666666667,0.044,0.043000000000000003,0.04133333333333333,0.04033333333333333,0.03933333333333333,0.03766666666666667,0.03833333333333333,0.03866666666666667,0.036666666666666674,0.036000000000000004,0.036000000000000004,0.038000000000000006,0.13066666666666668,0.088,0.06766666666666667,0.06166666666666667,0.061
Utah,0.033,0.03,0.027,0.024666666666666667,0.024,0.024666666666666667,0.026000000000000002,0.027666666666666666,0.028666666666666663,0.031,0.033,0.041,0.06466666666666666,0.07133333333333333,0.07566666666666667,0.07866666666666666,0.08,0.07966666666666666,0.079,0.07866666666666666,0.07733333333333334,0.077,0.07,0.058,0.04933333333333333,0.04833333333333333,0.04733333333333333,0.046,0.044333333333333336,0.042666666666666665,0.041666666666666664,0.03966666666666667,0.037333333333333336,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.035333333333333335,0.035,0.035,0.035,0.035,0.034,0.033,0.032,0.032,0.032,0.03133333333333333,0.031,0.03,0.028999999999999998,0.028999999999999998,0.028666666666666663,0.027333333333333334,0.025666666666666667,0.024666666666666667,0.024,0.024666666666666667,0.08,0.048,0.035333333333333335,0.03,NA
Vermont,0.035,0.036333333333333336,0.03833333333333333,0.039,0.039,0.039,0.03966666666666667,0.04,0.041,0.043666666666666666,0.047,0.051,0.057,0.06133333333333333,0.063,0.06533333333333334,0.06633333333333334,0.064,0.06133333333333333,0.061,0.059333333333333335,0.05733333333333333,0.055,0.051000000000000004,0.04866666666666667,0.049,0.04833333333333333,0.04666666666666667,0.046,0.045,0.043666666666666666,0.041999999999999996,0.04033333333333333,0.04,0.04,0.03933333333333333,0.037333333333333336,0.03566666666666667,0.03466666666666667,0.03366666666666667,0.032,0.031,0.031,0.031,0.03166666666666667,0.030333333333333334,0.028999999999999998,0.029666666666666664,0.029666666666666664,0.028,0.025,0.023,0.022000000000000002,0.022000000000000002,0.023333333333333334,0.025,0.025333333333333336,0.10600000000000001,0.05466666666666667,0.037333333333333336,0.030333333333333334,NA
Virginia,0.034,0.033,0.034,0.03266666666666667,0.03166666666666667,0.03133333333333333,0.033,0.035333333333333335,0.036666666666666674,0.04,0.044,0.050333333333333334,0.06066666666666667,0.06766666666666667,0.07100000000000001,0.074,0.076,0.074,0.07166666666666667,0.07,0.06633333333333334,0.06533333333333334,0.066,0.064,0.06166666666666667,0.06066666666666667,0.058666666666666666,0.057,0.055999999999999994,0.055999999999999994,0.05566666666666666,0.05433333333333334,0.053,0.052333333333333336,0.050666666666666665,0.04866666666666667,0.04733333333333333,0.045,0.041999999999999996,0.04033333333333333,0.03933333333333333,0.03933333333333333,0.040666666666666663,0.040666666666666663,0.03933333333333333,0.03766666666666667,0.03566666666666667,0.034,0.03133333333333333,0.029666666666666664,0.028333333333333332,0.028666666666666663,0.028666666666666663,0.027,0.026000000000000002,0.025,0.025333333333333336,0.09533333333333334,0.07166666666666667,0.05833333333333333,0.052,NA
Washington,0.050333333333333334,0.050333333333333334,0.050333333333333334,0.049,0.046,0.045,0.04633333333333333,0.04666666666666667,0.04633333333333333,0.05,0.05433333333333333,0.061,0.07166666666666667,0.08066666666666666,0.08733333333333333,0.091,0.09300000000000001,0.091,0.09066666666666666,0.09066666666666666,0.08833333333333335,0.08633333333333333,0.085,0.08133333333333334,0.07933333333333334,0.07966666666666666,0.076,0.07066666666666667,0.06766666666666667,0.067,0.06666666666666667,0.064,0.06133333333333333,0.059666666666666666,0.058666666666666666,0.05733333333333333,0.05533333333333333,0.054000000000000006,0.054000000000000006,0.054000000000000006,0.054000000000000006,0.053,0.052,0.05,0.047,0.04533333333333333,0.04633333333333333,0.04633333333333333,0.044333333333333336,0.043,0.043333333333333335,0.04466666666666667,0.04466666666666667,0.041999999999999996,0.040666666666666663,0.039,0.04466666666666667,0.132,0.093,0.06666666666666667,0.056666666666666664,NA
West Virginia,0.050333333333333334,0.052,0.05366666666666667,0.052,0.049,0.04733333333333333,0.04833333333333333,0.04833333333333333,0.046,0.044000000000000004,0.04566666666666667,0.05433333333333334,0.071,0.08433333333333333,0.08800000000000001,0.08866666666666667,0.08900000000000001,0.08566666666666667,0.085,0.08566666666666667,0.08266666666666667,0.079,0.07766666666666666,0.07366666666666667,0.07066666666666667,0.07300000000000001,0.07400000000000001,0.07266666666666667,0.06933333333333333,0.06633333333333334,0.066,0.067,0.067,0.06533333333333334,0.064,0.06366666666666666,0.06533333333333334,0.068,0.066,0.064,0.06333333333333334,0.062,0.06066666666666667,0.057666666666666665,0.05266666666666667,0.050666666666666665,0.052,0.05366666666666667,0.054000000000000006,0.053000000000000005,0.050333333333333334,0.050666666666666665,0.04966666666666667,0.048,0.04933333333333333,0.049,0.051333333333333335,0.12666666666666668,0.08600000000000001,0.07033333333333334,0.062,NA
Wisconsin,0.046,0.04566666666666667,0.04733333333333333,0.048,0.048,0.048,0.049,0.048,0.044,0.04466666666666667,0.04933333333333333,0.06133333333333333,0.08033333333333334,0.09233333333333334,0.09300000000000001,0.09266666666666667,0.09166666666666667,0.08600000000000001,0.08233333333333333,0.08,0.077,0.076,0.07566666666666666,0.07266666666666667,0.06933333333333334,0.07,0.06933333333333334,0.06833333333333334,0.069,0.068,0.066,0.06266666666666666,0.058666666666666666,0.055,0.051333333333333335,0.049,0.04666666666666667,0.045,0.043333333333333335,0.042,0.040666666666666663,0.03966666666666667,0.039,0.037000000000000005,0.034,0.033,0.03266666666666667,0.031,0.03,0.03,0.03,0.030333333333333334,0.03133333333333333,0.03266666666666667,0.034,0.033,0.03266666666666667,0.11266666666666668,0.06166666666666667,0.044000000000000004,0.038,NA
Wyoming,0.031,0.03,0.030333333333333334,0.028999999999999998,0.026333333333333337,0.02666666666666667,0.027999999999999997,0.02666666666666667,0.026000000000000002,0.027,0.03,0.034333333333333334,0.048,0.06233333333333334,0.067,0.073,0.07566666666666666,0.07,0.066,0.066,0.06466666666666666,0.061,0.06,0.059666666666666666,0.056999999999999995,0.055999999999999994,0.05466666666666667,0.052333333333333336,0.05,0.04733333333333333,0.046,0.046,0.044333333333333336,0.044000000000000004,0.044000000000000004,0.04133333333333333,0.03933333333333333,0.041666666666666664,0.042333333333333334,0.045,0.05266666666666667,0.056666666666666664,0.053000000000000005,0.051000000000000004,0.046,0.04133333333333333,0.042333333333333334,0.042666666666666665,0.04133333333333333,0.04,0.04,0.03966666666666667,0.036000000000000004,0.035333333333333335,0.03766666666666667,0.04033333333333333,0.04766666666666667,0.07133333333333333,0.06233333333333334,0.053000000000000005,0.05233333333333333,NA
